Natural Language,Ground Truth,Atomic Proposition
always when the motorbike is driven or a house is built then it will happen that both the bar is up and the manager collect claims,G(( motorbike_is_driven | house_is_built ) -> F( bar_is_up & manager_collect_claims )),{bar_is_up house_is_built manager_collect_claims motorbike_is_driven}
always when a semaphore is red and a motorbike falls down then at some point the brake is pressed and a semaphore is broken,G(( semaphore_is_red & motorbike_falls_down ) -> F( brake_is_pressed & semaphore_is_broken )),{brake_is_pressed motorbike_falls_down semaphore_is_broken semaphore_is_red}
"absolutely never, the train has been launched or the motorbike catches fire or the semaphore is red",G(!( train_has_been_launched | motorbike_catches_fire | semaphore_is_red )),{motorbike_catches_fire semaphore_is_red train_has_been_launched}
when a train derails then whenever the escalator moves then in the future a semaphore is red afterwards,G(( train_derails ) -> G(( escalator_moves ) -> F( semaphore_is_red ))),{escalator_moves semaphore_is_red train_derails}
each time the house is built then whenever the car enters then it is going to happen that a table is brown,G(( house_is_built ) -> G(( car_enters ) -> F( table_is_brown ))),{car_enters house_is_built table_is_brown}
in the future a semaphore is green or the bar is closing or a bridge closes,F( semaphore_is_green | bar_is_closing | bridge_closes ),{bar_is_closing bridge_closes semaphore_is_green}
always when a manager collect claims and a constructor creates instances then it is going to happen that a house is open or the constructor instantiate objects,G(( manager_collect_claims & constructor_creates_instances ) -> F( house_is_open | constructor_instantiate_objects )),{constructor_creates_instances constructor_instantiate_objects house_is_open manager_collect_claims}
"at some point the train has been launched, an elevator is blocked and the car stops",F( train_has_been_launched & elevator_is_blocked & car_stops ),{car_stops elevator_is_blocked train_has_been_launched}
it is always true that the bar has to be repaired or the semaphore is green or the escalator speeds up,G( bar_has_to_be_repaired | semaphore_is_green | escalator_speeds_up ),{bar_has_to_be_repaired escalator_speeds_up semaphore_is_green}
"whenever both qjLyOVyqqg_LD and JgqGjRB then finally, fDTEOLauVCPPFg and KiXfOE",G(( qjLyOVyqqg_LD & JgqGjRB ) -> F( fDTEOLauVCPPFg & KiXfOE )),{JgqGjRB KiXfOE fDTEOLauVCPPFg qjLyOVyqqg_LD}
in any case both a train has been launched and the bar is closing after either a sensor captures data or the train has been launched,G(( sensor_captures_data | train_has_been_launched ) -> G( train_has_been_launched & bar_is_closing )),{bar_is_closing sensor_captures_data train_has_been_launched}
"first, eventually, both a sensor retrieves data and a house collapses, and then, it will happen that both the train stops and the brake is pressed",G(!( sensor_retrieves_data & house_collapses )) | F(( sensor_retrieves_data & house_collapses ) & F( train_stops & brake_is_pressed )),{brake_is_pressed house_collapses sensor_retrieves_data train_stops}
it never happens that either BIpdzvWiMZIs or qtmKCxDMqBvEq,G(!( BIpdzvWiMZIs | qtmKCxDMqBvEq )),{BIpdzvWiMZIs qtmKCxDMqBvEq}
"first, it will happen that the engine starts and a train has been launched, and then, in the future the elevator is open and a manager collect claims",G(!( engine_starts & train_has_been_launched )) | F(( engine_starts & train_has_been_launched ) & F( elevator_is_open & manager_collect_claims )),{elevator_is_open engine_starts manager_collect_claims train_has_been_launched}
"forever, a semaphore is broken and, at the same time, a motorbike has stopped and the motorbike catches fire",G( semaphore_is_broken & motorbike_has_stopped & motorbike_catches_fire ),{motorbike_catches_fire motorbike_has_stopped semaphore_is_broken}
"every time the escalator speeds up or the engine starts then finally, both a car starts and the table is brown",G(( escalator_speeds_up | engine_starts ) -> F( car_starts & table_is_brown )),{car_starts engine_starts escalator_speeds_up table_is_brown}
"it is always true that a motorbike is driven and, at the same time, a bridge closes and the motorbike falls down",G( motorbike_is_driven & bridge_closes & motorbike_falls_down ),{bridge_closes motorbike_falls_down motorbike_is_driven}
it will not happen that a train has been launched or a train has arrived after either an elevator is open or a manager handles requests,G(( elevator_is_open | manager_handles_requests ) -> G(!( train_has_been_launched | train_has_arrived ))),{elevator_is_open manager_handles_requests train_has_arrived train_has_been_launched}
"after either iPRCLTKqbJ or shupwSKcr, in the future siAkwAqyOZQk",G(( iPRCLTKqbJ | shupwSKcr ) -> F( siAkwAqyOZQk )),{iPRCLTKqbJ shupwSKcr siAkwAqyOZQk}
at any time the motorbike catches fire or an elevator is blocked or the semaphore is broken,G( motorbike_catches_fire | elevator_is_blocked | semaphore_is_broken ),{elevator_is_blocked motorbike_catches_fire semaphore_is_broken}
"as the bridge closes or an elevator is blocked, eventually, both the table has been moved and the engine breaks",G(( bridge_closes | elevator_is_blocked ) -> F( table_has_been_moved & engine_breaks )),{bridge_closes elevator_is_blocked engine_breaks table_has_been_moved}
"never, either a manager handles requests, the bar is closing or an elevator is blocked",G(!( manager_handles_requests | bar_is_closing | elevator_is_blocked )),{bar_is_closing elevator_is_blocked manager_handles_requests}
"in the future DdyNzh_XOkEhRaD and, it will happen that XHaBwiFSb afterwards",G(!( DdyNzh_XOkEhRaD )) | F(( DdyNzh_XOkEhRaD ) & F( XHaBwiFSb )),{DdyNzh_XOkEhRaD HaBwiFSb}
"at some point a motorbike is driven and, at the same time, the house is open and the engine stops",F( motorbike_is_driven & house_is_open & engine_stops ),{engine_stops house_is_open motorbike_is_driven}
"the bar has to be repaired and, as a consequence, if the motorbike catches fire then it is going to happen that the brake is pressed",G(( bar_has_to_be_repaired ) -> G(( motorbike_catches_fire ) -> F( brake_is_pressed ))),{bar_has_to_be_repaired brake_is_pressed motorbike_catches_fire}
always when the bar is closing or a bridge closes then in the future the brake is released and a motorbike has stopped,G(( bar_is_closing | bridge_closes ) -> F( brake_is_released & motorbike_has_stopped )),{bar_is_closing brake_is_released bridge_closes motorbike_has_stopped}
"after both the sensor captures data and the semaphore is yellow, sooner or later both a bridge opens and the train has been launched",G(( sensor_captures_data & semaphore_is_yellow ) -> F( bridge_opens & train_has_been_launched )),{bridge_opens semaphore_is_yellow sensor_captures_data train_has_been_launched}
every time KhAgWaJsZ,G( KhAgWaJsZ ),{KhAgWaJsZ}
whenever either the table is old or a constructor instantiate objects then at some point in time both the semaphore is green and the elevator is blocked,G(( table_is_old | constructor_instantiate_objects ) -> F( semaphore_is_green & elevator_is_blocked )),{constructor_instantiate_objects elevator_is_blocked semaphore_is_green table_is_old}
"forever, a manager collect claims and together the elevator is open and a house is built",G( manager_collect_claims & elevator_is_open & house_is_built ),{elevator_is_open house_is_built manager_collect_claims}
"as both the engine stops and the sensor retrieves data, finally, a train derails or a car enters",G(( engine_stops & sensor_retrieves_data ) -> F( train_derails | car_enters )),{car_enters engine_stops sensor_retrieves_data train_derails}
"as ncoIsZayOC, it will happen that chUbBmyJeBlsHQB or OVRiMGLkZ",G(( ncoIsZayOC ) -> F( chUbBmyJeBlsHQB | OVRiMGLkZ )),{OVRiMGLkZ chUbBmyJeBlsHQB ncoIsZayOC}
"after a sensor gathers information or a motorbike has started, in the future either the bar is up or the escalator speeds up",G(( sensor_gathers_information | motorbike_has_started ) -> F( bar_is_up | escalator_speeds_up )),{bar_is_up escalator_speeds_up motorbike_has_started sensor_gathers_information}
"as pncVfocP, at some point dOiPcryKu and hizLSggBGkAFho",G(( pncVfocP ) -> F( dOiPcryKu & hizLSggBGkAFho )),{dOiPcryKu hizLSggBGkAFho pncVfocP}
at some point in time a train has arrived or a car starts or the bar is closing,F( train_has_arrived | car_starts | bar_is_closing ),{bar_is_closing car_starts train_has_arrived}
it will happen that both the escalator speeds up and the motorbike falls down after a bridge closes or the engine stops,G(( bridge_closes | engine_stops ) -> F( escalator_speeds_up & motorbike_falls_down )),{bridge_closes engine_stops escalator_speeds_up motorbike_falls_down}
"first, it is going to happen that either the manager handles requests or the manager collect claims, and then, sooner or later either the bar is closing or the table is brown",G(!( manager_handles_requests | manager_collect_claims )) | F(( manager_handles_requests | manager_collect_claims ) & F( bar_is_closing | table_is_brown )),{bar_is_closing manager_collect_claims manager_handles_requests table_is_brown}
always when either the bar has to be repaired or the escalator speeds up then in the future the elevator rises and the motorbike falls down,G(( bar_has_to_be_repaired | escalator_speeds_up ) -> F( elevator_rises & motorbike_falls_down )),{bar_has_to_be_repaired elevator_rises escalator_speeds_up motorbike_falls_down}
every time either the escalator is blocked or the constructor creates instances then at some point in time the sensor gathers information or a train derails,G(( escalator_is_blocked | constructor_creates_instances ) -> F( sensor_gathers_information | train_derails )),{constructor_creates_instances escalator_is_blocked sensor_gathers_information train_derails}
"after the motorbike has stopped or the escalator is blocked, at some point in time either the bar is down or a semaphore is yellow",G(( motorbike_has_stopped | escalator_is_blocked ) -> F( bar_is_down | semaphore_is_yellow )),{bar_is_down escalator_is_blocked motorbike_has_stopped semaphore_is_yellow}
it is always true that the table has been moved or the house is built or the manager handles requests,G( table_has_been_moved | house_is_built | manager_handles_requests ),{house_is_built manager_handles_requests table_has_been_moved}
"every time either the elevator is open, a table is old or the engine stops",G( elevator_is_open | table_is_old | engine_stops ),{elevator_is_open engine_stops table_is_old}
"it is going to happen that both the motorbike has started and the semaphore is yellow and, it is going to happen that both a constructor creates instances and the train has been launched afterwards",G(!( motorbike_has_started & semaphore_is_yellow )) | F(( motorbike_has_started & semaphore_is_yellow ) & F( constructor_creates_instances & train_has_been_launched )),{constructor_creates_instances motorbike_has_started semaphore_is_yellow train_has_been_launched}
it is going to happen that a manager handles requests or the constructor instantiate objects after either the brake is pressed or the escalator moves,G(( brake_is_pressed | escalator_moves ) -> F( manager_handles_requests | constructor_instantiate_objects )),{brake_is_pressed constructor_instantiate_objects escalator_moves manager_handles_requests}
"if the house is open or the train is crossing then eventually, a sensor retrieves data or a semaphore is yellow",G(( house_is_open | train_is_crossing ) -> F( sensor_retrieves_data | semaphore_is_yellow )),{house_is_open semaphore_is_yellow sensor_retrieves_data train_is_crossing}
every time the constructor instantiate objects and a motorbike has stopped then at some point in time both the bridge opens and the bridge closes,G(( constructor_instantiate_objects & motorbike_has_stopped ) -> F( bridge_opens & bridge_closes )),{bridge_closes bridge_opens constructor_instantiate_objects motorbike_has_stopped}
"the escalator moves and, as a consequence, as a train derails, eventually, the train stops",G(( escalator_moves ) -> G(( train_derails ) -> F( train_stops ))),{escalator_moves train_derails train_stops}
"first, in the future both a sensor gathers information and a table is old, and then, eventually, a house is built and the sensor captures data",G(!( sensor_gathers_information & table_is_old )) | F(( sensor_gathers_information & table_is_old ) & F( house_is_built & sensor_captures_data )),{house_is_built sensor_captures_data sensor_gathers_information table_is_old}
"if a semaphore is yellow or the engine stops then finally, the engine starts and the engine stops",G(( semaphore_is_yellow | engine_stops ) -> F( engine_starts & engine_stops )),{engine_starts engine_stops semaphore_is_yellow}
"if a table has been moved and an elevator is blocked then finally, the semaphore is red and a sensor retrieves data",G(( table_has_been_moved & elevator_is_blocked ) -> F( semaphore_is_red & sensor_retrieves_data )),{elevator_is_blocked semaphore_is_red sensor_retrieves_data table_has_been_moved}
whenever both a semaphore is red and the brake is released then sooner or later a constructor instantiate objects and a motorbike has stopped,G(( semaphore_is_red & brake_is_released ) -> F( constructor_instantiate_objects & motorbike_has_stopped )),{brake_is_released constructor_instantiate_objects motorbike_has_stopped semaphore_is_red}
the train has arrived implies that whenever a constructor instantiate objects then sooner or later the engine starts,G(( train_has_arrived ) -> G(( constructor_instantiate_objects ) -> F( engine_starts ))),{constructor_instantiate_objects engine_starts train_has_arrived}
sooner or later a sensor gathers information or a train derails after either a motorbike is driven or a semaphore is green,G(( motorbike_is_driven | semaphore_is_green ) -> F( sensor_gathers_information | train_derails )),{motorbike_is_driven semaphore_is_green sensor_gathers_information train_derails}
if an elevator is open and a motorbike falls down then sooner or later the bar is down or the manager collect claims,G(( elevator_is_open & motorbike_falls_down ) -> F( bar_is_down | manager_collect_claims )),{bar_is_down elevator_is_open manager_collect_claims motorbike_falls_down}
"sooner or later the bar is closing or the motorbike has stopped and, at some point both a car starts and a sensor captures data afterwards",G(!( bar_is_closing | motorbike_has_stopped )) | F(( bar_is_closing | motorbike_has_stopped ) & F( car_starts & sensor_captures_data )),{bar_is_closing car_starts motorbike_has_stopped sensor_captures_data}
whenever kAyQbjfYBnPAT or nuSpTalVpudoOG then sooner or later pPebJpVjcJ and QeCBvAPWjDckf,G(( kAyQbjfYBnPAT | nuSpTalVpudoOG ) -> F( pPebJpVjcJ & QeCBvAPWjDckf )),{QeCBvAPWjDckf kAyQbjfYBnPAT nuSpTalVpudoOG pPebJpVjcJ}
"forever, an elevator is blocked or the train is crossing or the semaphore is green",G( elevator_is_blocked | train_is_crossing | semaphore_is_green ),{elevator_is_blocked semaphore_is_green train_is_crossing}
"after the bridge closes and the sensor captures data, sooner or later either the motorbike falls down or the constructor creates instances",G(( bridge_closes & sensor_captures_data ) -> F( motorbike_falls_down | constructor_creates_instances )),{bridge_closes constructor_creates_instances motorbike_falls_down sensor_captures_data}
"every time a motorbike is driven or the bridge closes then finally, the escalator speeds up and the bar is up",G(( motorbike_is_driven | bridge_closes ) -> F( escalator_speeds_up & bar_is_up )),{bar_is_up bridge_closes escalator_speeds_up motorbike_is_driven}
"eventually, either a car enters or the escalator speeds up after an elevator rises and the bar is closing",G(( elevator_rises & bar_is_closing ) -> F( car_enters | escalator_speeds_up )),{bar_is_closing car_enters elevator_rises escalator_speeds_up}
"all the time an elevator falls, a house collapses and a house is built",G( elevator_falls & house_collapses & house_is_built ),{elevator_falls house_collapses house_is_built}
"in any case the elevator is blocked, the brake is pressed and a sensor retrieves data",G( elevator_is_blocked & brake_is_pressed & sensor_retrieves_data ),{brake_is_pressed elevator_is_blocked sensor_retrieves_data}
"eternally, the train is crossing or the brake is pressed or the engine stops",G( train_is_crossing | brake_is_pressed | engine_stops ),{brake_is_pressed engine_stops train_is_crossing}
always when a semaphore is green or an elevator falls then sooner or later the engine breaks and a constructor creates instances,G(( semaphore_is_green | elevator_falls ) -> F( engine_breaks & constructor_creates_instances )),{constructor_creates_instances elevator_falls engine_breaks semaphore_is_green}
every time both a train is crossing and the bar has to be repaired then it should not happen that the sensor retrieves data and a sensor captures data,G(( train_is_crossing & bar_has_to_be_repaired ) -> G(!( sensor_retrieves_data & sensor_captures_data ))),{bar_has_to_be_repaired sensor_captures_data sensor_retrieves_data train_is_crossing}
"it is always the case that an elevator rises and, at the same time, a manager handles requests and the brake is released",G( elevator_rises & manager_handles_requests & brake_is_released ),{brake_is_released elevator_rises manager_handles_requests}
"always, the engine stops or the table has been moved or a house collapses",G( engine_stops | table_has_been_moved | house_collapses ),{engine_stops house_collapses table_has_been_moved}
"always, the engine stops and, at the same time, the escalator is blocked and a house is built",G( engine_stops & escalator_is_blocked & house_is_built ),{engine_stops escalator_is_blocked house_is_built}
every time the bar has to be repaired and a manager collect claims then at a certain moment an elevator rises and the train is crossing,G(( bar_has_to_be_repaired & manager_collect_claims ) -> F( elevator_rises & train_is_crossing )),{bar_has_to_be_repaired elevator_rises manager_collect_claims train_is_crossing}
always when the bar is closing or a table has been moved then it is going to happen that either a bridge closes or the semaphore is green,G(( bar_is_closing | table_has_been_moved ) -> F( bridge_closes | semaphore_is_green )),{bar_is_closing bridge_closes semaphore_is_green table_has_been_moved}
"as either the car stops or the house is built, at some point both a motorbike has stopped and a constructor creates instances",G(( car_stops | house_is_built ) -> F( motorbike_has_stopped & constructor_creates_instances )),{car_stops constructor_creates_instances house_is_built motorbike_has_stopped}
"always, either the bridge closes, a sensor gathers information or the elevator falls",G( bridge_closes | sensor_gathers_information | elevator_falls ),{bridge_closes elevator_falls sensor_gathers_information}
"it is always the case that a motorbike has started, a train stops and the bar is closing",G( motorbike_has_started & train_stops & bar_is_closing ),{bar_is_closing motorbike_has_started train_stops}
always when both the escalator is blocked and the manager collect claims then at some point in time a table has been moved or a house is built,G(( escalator_is_blocked & manager_collect_claims ) -> F( table_has_been_moved | house_is_built )),{escalator_is_blocked house_is_built manager_collect_claims table_has_been_moved}
at some point both BcMYUqHMOkill and oYTpooDTvaVa,F( BcMYUqHMOkill & oYTpooDTvaVa ),{BcMYUqHMOkill oYTpooDTvaVa}
"the engine starts implies that as the sensor retrieves data, eventually, a car enters",G(( engine_starts ) -> G(( sensor_retrieves_data ) -> F( car_enters ))),{car_enters engine_starts sensor_retrieves_data}
"forever, either the semaphore is broken, a motorbike has started or a motorbike is driven",G( semaphore_is_broken | motorbike_has_started | motorbike_is_driven ),{motorbike_has_started motorbike_is_driven semaphore_is_broken}
"forever, a bridge opens and together an elevator is blocked and the house is open",G( bridge_opens & elevator_is_blocked & house_is_open ),{bridge_opens elevator_is_blocked house_is_open}
"eternally, either a constructor instantiate objects, the escalator speeds up or the motorbike catches fire",G( constructor_instantiate_objects | escalator_speeds_up | motorbike_catches_fire ),{constructor_instantiate_objects escalator_speeds_up motorbike_catches_fire}
all the time a sensor gathers information and together a train derails and the elevator is open,G( sensor_gathers_information & train_derails & elevator_is_open ),{elevator_is_open sensor_gathers_information train_derails}
"in any case either the manager collect claims, the sensor captures data or the escalator moves",G( manager_collect_claims | sensor_captures_data | escalator_moves ),{escalator_moves manager_collect_claims sensor_captures_data}
"at some point in time either the sensor captures data or a sensor gathers information and, it is going to happen that the train derails or the house collapses afterwards",G(!( sensor_captures_data | sensor_gathers_information )) | F(( sensor_captures_data | sensor_gathers_information ) & F( train_derails | house_collapses )),{house_collapses sensor_captures_data sensor_gathers_information train_derails}
every time either the brake is released or the train is crossing then at some point in time the bar is up or the escalator speeds up,G(( brake_is_released | train_is_crossing ) -> F( bar_is_up | escalator_speeds_up )),{bar_is_up brake_is_released escalator_speeds_up train_is_crossing}
every time either BqOvlGiyindHP or zWhFpzbeuFkcVu then at some point qkJ_JxxTV and yrkLIu,G(( BqOvlGiyindHP | zWhFpzbeuFkcVu ) -> F( qkJ_JxxTV & yrkLIu )),{BqOvlGiyindHP qkJ_JxxTV yrkLIu zWhFpzbeuFkcVu}
whenever KWWiRSe then in the future orStpLxXdXj,G(( KWWiRSe ) -> F( orStpLxXdXj )),{KWWiRSe orStpLxXdXj}
whenever ckfTfPD then it will happen that FacJekK,G(( ckfTfPD ) -> F( FacJekK )),{acJekK ckfTfPD}
it is always true that the elevator is open and together a motorbike has stopped and a train stops,G( elevator_is_open & motorbike_has_stopped & train_stops ),{elevator_is_open motorbike_has_stopped train_stops}
"eventually, a manager handles requests, the escalator speeds up and the semaphore is red",F( manager_handles_requests & escalator_speeds_up & semaphore_is_red ),{escalator_speeds_up manager_handles_requests semaphore_is_red}
"it will happen that a bridge closes or the escalator is blocked and, sooner or later both a car starts and the semaphore is broken afterwards",G(!( bridge_closes | escalator_is_blocked )) | F(( bridge_closes | escalator_is_blocked ) & F( car_starts & semaphore_is_broken )),{bridge_closes car_starts escalator_is_blocked semaphore_is_broken}
if jVtmnWVFYun then sooner or later ViKPTgs_mYaAegT and hMOLavqbn,G(( jVtmnWVFYun ) -> F( ViKPTgs_mYaAegT & hMOLavqbn )),{ViKPTgs_mYaAegT hMOLavqbn jVtmnWVFYun}
when the bar has to be repaired then every time an elevator falls then it is going to happen that the sensor retrieves data afterwards,G(( bar_has_to_be_repaired ) -> G(( elevator_falls ) -> F( sensor_retrieves_data ))),{bar_has_to_be_repaired elevator_falls sensor_retrieves_data}
"absolutely never, the bar is down, the constructor instantiate objects and the bridge opens",G(!( bar_is_down & constructor_instantiate_objects & bridge_opens )),{bar_is_down bridge_opens constructor_instantiate_objects}
at some point in time sPDXQqkZya or ZBuJGtxSVd or nAcZbW_yKETmLG,F( sPDXQqkZya | ZBuJGtxSVd | nAcZbW_yKETmLG ),{ZBuJGtxSVd nAcZbW_yKETmLG sPDXQqkZya}
every time both the table is brown and a bridge closes then at a certain moment either the engine breaks or the bar is closing,G(( table_is_brown & bridge_closes ) -> F( engine_breaks | bar_is_closing )),{bar_is_closing bridge_closes engine_breaks table_is_brown}
"finally, a house collapses, the escalator moves and a bridge opens",F( house_collapses & escalator_moves & bridge_opens ),{bridge_opens escalator_moves house_collapses}
"in any case the bar has to be repaired and, at the same time, the bridge opens and the train has arrived",G( bar_has_to_be_repaired & bridge_opens & train_has_arrived ),{bar_has_to_be_repaired bridge_opens train_has_arrived}
"as the bar is down or a semaphore is green, at a certain moment either the bar is down or a manager collect claims",G(( bar_is_down | semaphore_is_green ) -> F( bar_is_down | manager_collect_claims )),{bar_is_down manager_collect_claims semaphore_is_green}
every time both a train has arrived and the brake is pressed then in the future the car enters or the semaphore is yellow,G(( train_has_arrived & brake_is_pressed ) -> F( car_enters | semaphore_is_yellow )),{brake_is_pressed car_enters semaphore_is_yellow train_has_arrived}
"as a house is open and the brake is released, eventually, both the escalator moves and a train has arrived",G(( house_is_open & brake_is_released ) -> F( escalator_moves & train_has_arrived )),{brake_is_released escalator_moves house_is_open train_has_arrived}
at any time FKreAxUYZ,G( FKreAxUYZ ),{KreAxUYZ}
under no condition the brake is pressed and together a train has been launched and a train is crossing,G(!( brake_is_pressed & train_has_been_launched & train_is_crossing )),{brake_is_pressed train_has_been_launched train_is_crossing}
if a house collapses or a semaphore is red then at a certain moment both a bridge closes and a sensor captures data,G(( house_collapses | semaphore_is_red ) -> F( bridge_closes & sensor_captures_data )),{bridge_closes house_collapses semaphore_is_red sensor_captures_data}
at some point in time a table is old or the manager collect claims after the bar is closing or a bridge closes,G(( bar_is_closing | bridge_closes ) -> F( table_is_old | manager_collect_claims )),{bar_is_closing bridge_closes manager_collect_claims table_is_old}
sooner or later the bridge closes or a sensor captures data or a house collapses,F( bridge_closes | sensor_captures_data | house_collapses ),{bridge_closes house_collapses sensor_captures_data}
"at some point the constructor creates instances and the train has been launched and, it is going to happen that either the engine breaks or the bar is down afterwards",G(!( constructor_creates_instances & train_has_been_launched )) | F(( constructor_creates_instances & train_has_been_launched ) & F( engine_breaks | bar_is_down )),{bar_is_down constructor_creates_instances engine_breaks train_has_been_launched}
"eternally, the motorbike falls down or a sensor retrieves data or a motorbike has started",G( motorbike_falls_down | sensor_retrieves_data | motorbike_has_started ),{motorbike_falls_down motorbike_has_started sensor_retrieves_data}
"eventually, a manager collect claims and the bar is up after a bridge closes or the engine stops",G(( bridge_closes | engine_stops ) -> F( manager_collect_claims & bar_is_up )),{bar_is_up bridge_closes engine_stops manager_collect_claims}
"first, finally, both the engine starts and the constructor creates instances, and then, sooner or later either the escalator is blocked or a table is old",G(!( engine_starts & constructor_creates_instances )) | F(( engine_starts & constructor_creates_instances ) & F( escalator_is_blocked | table_is_old )),{constructor_creates_instances engine_starts escalator_is_blocked table_is_old}
"always, IVXbPozMoRiqP or AlMayKx or zeFlQ",G( IVXbPozMoRiqP | AlMayKx | zeFlQ ),{AlMayKx IVXbPozMoRiqP zeFlQ}
if the motorbike has started or the bar is down then at some point both a house is open and a bridge opens,G(( motorbike_has_started | bar_is_down ) -> F( house_is_open & bridge_opens )),{bar_is_down bridge_opens house_is_open motorbike_has_started}
whenever both a motorbike has started and the elevator rises then sooner or later the table is brown or the engine stops,G(( motorbike_has_started & elevator_rises ) -> F( table_is_brown | engine_stops )),{elevator_rises engine_stops motorbike_has_started table_is_brown}
"all the time the table has been moved, a house collapses and the table is brown",G( table_has_been_moved & house_collapses & table_is_brown ),{house_collapses table_has_been_moved table_is_brown}
if both the brake is pressed and the motorbike catches fire then in the future the bar is up and a motorbike has started,G(( brake_is_pressed & motorbike_catches_fire ) -> F( bar_is_up & motorbike_has_started )),{bar_is_up brake_is_pressed motorbike_catches_fire motorbike_has_started}
"it will happen that either a bridge closes, the table is old or the escalator speeds up",F( bridge_closes | table_is_old | escalator_speeds_up ),{bridge_closes escalator_speeds_up table_is_old}
"as the constructor instantiate objects and a table is brown, at some point in time both a semaphore is green and the engine starts",G(( constructor_instantiate_objects & table_is_brown ) -> F( semaphore_is_green & engine_starts )),{constructor_instantiate_objects engine_starts semaphore_is_green table_is_brown}
it is never the case that JynZHwIHMulIYuO and together bBzNJbIrBoO and Wa_Ii_J,G(!( JynZHwIHMulIYuO & bBzNJbIrBoO & Wa_Ii_J )),{JynZHwIHMulIYuO Wa_Ii_J bBzNJbIrBoO}
at any time a train has been launched or the engine starts or a sensor retrieves data,G( train_has_been_launched | engine_starts | sensor_retrieves_data ),{engine_starts sensor_retrieves_data train_has_been_launched}
"it is always the case that either the engine stops, the semaphore is broken or the bar is closing",G( engine_stops | semaphore_is_broken | bar_is_closing ),{bar_is_closing engine_stops semaphore_is_broken}
"forever, the brake is released and, at the same time, the bridge closes and the escalator moves",G( brake_is_released & bridge_closes & escalator_moves ),{brake_is_released bridge_closes escalator_moves}
"it is going to happen that either the train has been launched, the manager collect claims or the brake is released",F( train_has_been_launched | manager_collect_claims | brake_is_released ),{brake_is_released manager_collect_claims train_has_been_launched}
"if either the escalator speeds up or the bar has to be repaired then eventually, the engine breaks or the bridge closes",G(( escalator_speeds_up | bar_has_to_be_repaired ) -> F( engine_breaks | bridge_closes )),{bar_has_to_be_repaired bridge_closes engine_breaks escalator_speeds_up}
"it is going to happen that the bar is down and a motorbike is driven and, it is going to happen that the brake is pressed or the bridge closes afterwards",G(!( bar_is_down & motorbike_is_driven )) | F(( bar_is_down & motorbike_is_driven ) & F( brake_is_pressed | bridge_closes )),{bar_is_down brake_is_pressed bridge_closes motorbike_is_driven}
at a certain moment the semaphore is yellow and the engine starts after the constructor instantiate objects and a motorbike has stopped,G(( constructor_instantiate_objects & motorbike_has_stopped ) -> F( semaphore_is_yellow & engine_starts )),{constructor_instantiate_objects engine_starts motorbike_has_stopped semaphore_is_yellow}
"every time the elevator is open and a train has arrived then eventually, either the motorbike is driven or a semaphore is green",G(( elevator_is_open & train_has_arrived ) -> F( motorbike_is_driven | semaphore_is_green )),{elevator_is_open motorbike_is_driven semaphore_is_green train_has_arrived}
whenever either the table is old or a manager collect claims then at some point in time the car stops and an elevator is blocked,G(( table_is_old | manager_collect_claims ) -> F( car_stops & elevator_is_blocked )),{car_stops elevator_is_blocked manager_collect_claims table_is_old}
every time the bar is up and together the car starts and a table is old,G( bar_is_up & car_starts & table_is_old ),{bar_is_up car_starts table_is_old}
under no condition the escalator speeds up or the motorbike has stopped or a car enters,G(!( escalator_speeds_up | motorbike_has_stopped | car_enters )),{car_enters escalator_speeds_up motorbike_has_stopped}
whenever either the brake is released or the engine breaks then at some point in time the elevator rises or a sensor gathers information,G(( brake_is_released | engine_breaks ) -> F( elevator_rises | sensor_gathers_information )),{brake_is_released elevator_rises engine_breaks sensor_gathers_information}
at a certain moment the train has been launched or a house is open or a semaphore is green,F( train_has_been_launched | house_is_open | semaphore_is_green ),{house_is_open semaphore_is_green train_has_been_launched}
"eventually, both the house is open and the escalator speeds up after the bridge opens and a train has been launched",G(( bridge_opens & train_has_been_launched ) -> F( house_is_open & escalator_speeds_up )),{bridge_opens escalator_speeds_up house_is_open train_has_been_launched}
"first, it is going to happen that a car stops and the constructor instantiate objects, and then, it is going to happen that a train has been launched and the semaphore is yellow",G(!( car_stops & constructor_instantiate_objects )) | F(( car_stops & constructor_instantiate_objects ) & F( train_has_been_launched & semaphore_is_yellow )),{car_stops constructor_instantiate_objects semaphore_is_yellow train_has_been_launched}
"at no time the semaphore is yellow and, at the same time, a semaphore is red and the sensor captures data",G(!( semaphore_is_yellow & semaphore_is_red & sensor_captures_data )),{semaphore_is_red semaphore_is_yellow sensor_captures_data}
every time the sensor retrieves data or a car enters then it is going to happen that either the house is built or the car stops,G(( sensor_retrieves_data | car_enters ) -> F( house_is_built | car_stops )),{car_enters car_stops house_is_built sensor_retrieves_data}
"it never happens that a table is brown, the escalator moves and the elevator falls",G(!( table_is_brown & escalator_moves & elevator_falls )),{elevator_falls escalator_moves table_is_brown}
it is always true that the engine starts and together a motorbike is driven and a table is brown,G( engine_starts & motorbike_is_driven & table_is_brown ),{engine_starts motorbike_is_driven table_is_brown}
"if the bar is closing and a car starts then eventually, a semaphore is yellow",G(( bar_is_closing & car_starts ) -> F( semaphore_is_yellow )),{bar_is_closing car_starts semaphore_is_yellow}
