original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL;source;normalized_LTL_formula;lifted_lifted_LTL_formula;batch_id
at a certain moment the escalator moves or the bar is up or the sensor captures data;F( escalator_moves | bar_is_up | sensor_captures_data );F(bar_is_up | escalator_moves | sensor_captures_data);['bar_is_up', 'sensor_captures_data', 'escalator_moves'];at a certain moment the escalator_moves or the bar_is_up or the sensor_captures_data;;{'bar_is_up': 'ap_0', 'sensor_captures_data': 'ap_1', 'escalator_moves': 'ap_2'};F(ap_0 | ap_2 | ap_1);NL-to-LTL-Synthetic-Datasetprocessed_data;F(prop | prop | prop);F(prop | prop | prop);0
Refrain from going to room 2 until you pick up bottle 4 from kitchen 1 and place it on table 4;!room_2 U (kitchen_1&&<>(p_bottle_4&&<>(table_4&&pd)));!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)));['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];Refrain from going to room_2 until you pick up p_bottle_4 from kitchen_1 and place it on table_4;{'pd': 'pd', 'table 4': 'table_4', 'room 2': 'room_2', 'kitchen 1': 'kitchen_1', 'bottle 4': 'p_bottle_4'};{'pd': 'ap_0', 'table_4': 'ap_1', 'room_2': 'ap_2', 'kitchen_1': 'ap_3', 'p_bottle_4': 'ap_4'};!ap_2 U (ap_3 & F(ap_4 & F(ap_0 & ap_1)));ConformalNL2LTL;!prop U (prop & F(prop & F(prop & prop)));!prop U (prop & F(prop & F(prop & prop)));0
Globally, it is not the case that both change light_south yellow and get_help hold simultaneously.;"G ( ! ( change_light_south_yellow & ""get_help"" ) )";"G!(""change(light_south,yellow)"" & get_help)";['get_help', 'change_light_south_yellow'];;;;G!(ap_1 & ap_0);VLTL-Bench_New;G!(prop & prop);G!(prop & prop);0
don't ( prop_1 ) or never ( prop_2 );! ( prop_1 | G ( ! prop_2 ) );!(prop_1 | G!prop_2);['prop_1', 'prop_2'];;;;!(ap_0 | G!ap_1);lifted_data_pureLTL.jsonl;!(prop | G!prop);!(prop | G!prop);0
when at any time ( prop_1 ) , ( prop_2 );( F prop_1 -> prop_2 );Fprop_1 -> prop_2;['prop_1', 'prop_2'];;;;Fap_0 -> ap_1;lifted_data_pureLTL.jsonl;Fprop -> prop;Fprop -> prop;0
From some point onwards, pickup the orange never occurs again.;F G ! pickup_orange;"FG!""pickup(orange)""";['pickup_orange'];;;;FG!ap_0;VLTL-Bench_New;FG!prop;FG!prop;0
As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .;G ( ( prop_2 | prop_1 ) -> ( prop_3 U prop_4 ) );G((prop_1 | prop_2) -> (prop_3 U prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;G((ap_0 | ap_1) -> (ap_2 U ap_3));lifted_data_pureLTL.jsonl;G((prop | prop) -> (prop U prop));G((prop | prop) -> (prop U prop));0
Whenever record the cyclist on southwest_9th_street and get_help are equal, get_help and photo the pedestrian on southeast_10th_street are equal as well.;"G ( ( record_cyclist_southwest_9th_street <-> ""get_help"" ) -> ( ""get_help"" <-> photo_pedestrian_southeast_10th_street ) )";"G((get_help <-> ""record(cyclist,southwest_9th_street)"") -> (get_help <-> ""photo(pedestrian,southeast_10th_street)""))";['get_help', 'record_cyclist_southwest_9th_street', 'photo_pedestrian_southeast_10th_street'];;;;G((ap_0 <-> ap_1) -> (ap_0 <-> ap_2));VLTL-Bench_New;G((prop <-> prop) -> (prop <-> prop));G((prop <-> prop) -> (prop <-> prop));0
(prop_3) is not true and (prop_1) is true, and keep (prop_2) for all time .;( ( ! prop_3 & prop_1 ) & G prop_2 );prop_1 & !prop_3 & Gprop_2;['prop_1', 'prop_2', 'prop_3'];;;;ap_0 & !ap_2 & Gap_1;lifted_data_pureLTL.jsonl;prop & !prop & Gprop;prop & !prop & Gprop;0
at any time ( prop_1 ) or whenever ( prop_2 );F ( prop_1 | F prop_2 );F(prop_1 | Fprop_2);['prop_1', 'prop_2'];;;;F(ap_0 | Fap_1);lifted_data_pureLTL.jsonl;F(prop | Fprop);F(prop | Fprop);0
Either (prop_2) should not happen, or else (prop_3) is equivalent to (prop_1) .;( ! prop_2 | ( prop_3 <-> prop_1 ) );!prop_2 | (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_1 | (ap_0 <-> ap_2);lifted_data_pureLTL.jsonl;!prop | (prop <-> prop);!prop | (prop <-> prop);0
( prop_2 ) or ( prop_3 ) or ( prop_1 ) .;( ( prop_2 | prop_3 ) | prop_1 );prop_1 | prop_2 | prop_3;['prop_1', 'prop_2', 'prop_3'];;;;ap_0 | ap_1 | ap_2;lifted_data_pureLTL.jsonl;prop | prop | prop;prop | prop | prop;0
Take a picture of car 1 while never entering street 6;[]!street_6&&<>(car_1&&photo);G!street_6 & F(car_1 & photo);['photo', 'street_6', 'car_1'];Take a picture of car_1 while never entering street_6;{'photo': 'photo', 'street 6': 'street_6', 'car 1': 'car_1'};{'photo': 'ap_0', 'street_6': 'ap_1', 'car_1': 'ap_2'};G!ap_1 & F(ap_2 & ap_0);ConformalNL2LTL;G!prop & F(prop & prop);G!prop & F(prop & prop);0
Continuously photo of area_51 while also repeatedly visiting charger_4;"G F ( ""area_51"" & ""photo"" ) & G F ""charger_4""";GF(area_51 & photo) & GFcharger_4;['photo', 'charger_4', 'area_51'];;;;GF(ap_2 & ap_0) & GFap_1;VLTL-Bench_Prev;GF(prop & prop) & GFprop;GF(prop & prop) & GFprop;0
whenever ( prop_1 ) or whenever ( prop_2 );F ( prop_1 | F prop_2 );F(prop_1 | Fprop_2);['prop_1', 'prop_2'];;;;F(ap_0 | Fap_1);lifted_data_pureLTL.jsonl;F(prop | Fprop);F(prop | Fprop);0
whenever make_way waste basket or forever hold_on pear;F ( make_way_waste_basket ) | G ( hold_on_pear );"F""make_way(waste_basket)"" | G""hold_on(pear)""";['make_way_waste_basket', 'hold_on_pear'];;;;Fap_0 | Gap_1;VLTL-Bench_Prev;Fprop | Gprop;Fprop | Gprop;0
Once get_help has occurred, deliver the scissors to the shelf will never occur again.;"G ( ""get_help"" -> X G ! deliver_scissors_shelf )";"G(get_help -> XG!""deliver(scissors,shelf)"")";['get_help', 'deliver_scissors_shelf'];;;;G(ap_0 -> XG!ap_1);VLTL-Bench_New;G(prop -> XG!prop);G(prop -> XG!prop);0
Either make (prop_3) happen finally, or if (prop_1), then (prop_2) .;( F prop_3 | ( prop_1 -> prop_2 ) );(prop_1 -> prop_2) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 -> ap_1) | Fap_2;lifted_data_pureLTL.jsonl;(prop -> prop) | Fprop;(prop -> prop) | Fprop;0
Globally, if change light_north yellow occurs then finally photo the car on north_10th_street happens.;G ( change_light_north_yellow -> F photo_car_north_10th_street );"G(""change(light_north,yellow)"" -> F""photo(car,north_10th_street)"")";['change_light_north_yellow', 'photo_car_north_10th_street'];;;;G(ap_0 -> Fap_1);VLTL-Bench_New;G(prop -> Fprop);G(prop -> Fprop);0
first, at a certain moment the car enters or the motorbike has started, and then, at some point in time both the bar is closing and an elevator is blocked;G(!( car_enters | motorbike_has_started )) | F(( car_enters | motorbike_has_started ) & F( bar_is_closing & elevator_is_blocked ));G!(car_enters | motorbike_has_started) | F((car_enters | motorbike_has_started) & F(bar_is_closing & elevator_is_blocked));['bar_is_closing', 'car_enters', 'elevator_is_blocked', 'motorbike_has_started'];first, at a certain moment the car_enters or the motorbike_has_started, and then, at some point in time both the bar_is_closing and an elevator_is_blocked;;{'bar_is_closing': 'ap_0', 'car_enters': 'ap_1', 'elevator_is_blocked': 'ap_2', 'motorbike_has_started': 'ap_3'};G!(ap_1 | ap_3) | F((ap_1 | ap_3) & F(ap_0 & ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop & prop));G!(prop | prop) | F((prop | prop) & F(prop & prop));0
It should be the case that if ( prop_1 ) is not detected then ( prop_3 ) , and equivalently ( prop_2 ) should be detected .;( ( ! prop_1 -> prop_3 ) <-> prop_2 );prop_2 <-> (!prop_1 -> prop_3);['prop_1', 'prop_2', 'prop_3'];;;;ap_1 <-> (!ap_0 -> ap_2);lifted_data_pureLTL.jsonl;prop <-> (!prop -> prop);prop <-> (!prop -> prop);0
( prop_1 ) or ( prop_2 );( prop_1 | prop_2 );prop_1 | prop_2;['prop_1', 'prop_2'];;;;ap_0 | ap_1;lifted_data_pureLTL.jsonl;prop | prop;prop | prop;0
( prop_1 ) or whenever ( prop_2 );( prop_1 | F prop_2 );prop_1 | Fprop_2;['prop_1', 'prop_2'];;;;ap_0 | Fap_1;lifted_data_pureLTL.jsonl;prop | Fprop;prop | Fprop;0
Avoid taking a photo until you reach park_5, and ensure you eventually at landmark_4 and take a photo there;"! ""photo"" U ""park_5"" & F ( ""landmark_4"" & ""photo"" )";(!photo U park_5) & F(landmark_4 & photo);['photo', 'park_5', 'landmark_4'];;;;(!ap_0 U ap_1) & F(ap_2 & ap_0);VLTL-Bench_Prev;(!prop U prop) & F(prop & prop);(!prop U prop) & F(prop & prop);0
never let_go orange and at any time show_yourself_near house;G ( ! ( let_go_orange ) ) & F ( show_yourself_near_house );"G!""let_go(orange)"" & F""show_yourself_near(house)""";['let_go_orange', 'show_yourself_near_house'];;;;G!ap_0 & Fap_1;VLTL-Bench_Prev;G!prop & Fprop;G!prop & Fprop;0
For each time instant in the coming future if ( prop_3 ) then ( prop_2 ) , or else ( prop_1 ) .;( G ( prop_3 -> prop_2 ) | prop_1 );prop_1 | G(prop_3 -> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;ap_0 | G(ap_2 -> ap_1);lifted_data_pureLTL.jsonl;prop | G(prop -> prop);prop | G(prop -> prop);0
(prop_2), (prop_3) as you (prop_1).;( prop_2 & ( prop_3 -> prop_1 ) );prop_2 & (prop_3 -> prop_1);['prop_1', 'prop_2', 'prop_3'];;;;ap_1 & (ap_2 -> ap_0);lifted_data_pureLTL.jsonl;prop & (prop -> prop);prop & (prop -> prop);0
It is always the case that if ( prop_1 ) , then eventually there will have to be a certain time instant in the future before the end of the simulation , after which continuously ( prop_2 ) .;G ( prop_1 -> F ( G prop_2 ) );G(prop_1 -> FGprop_2);['prop_1', 'prop_2'];;;;G(ap_0 -> FGap_1);lifted_data_pureLTL.jsonl;G(prop -> FGprop);G(prop -> FGprop);0
As soon as ( prop_2 ) , or the scenario that ( prop_3 ) occurs , then for each time instant in the future until the end of the execution , eventually the scenario that ( prop_1 ) ought to get observed at a certain moment in the future before the execution ends .;G ( ( prop_2 | prop_3 ) -> G ( F prop_1 ) );G((prop_2 | prop_3) -> GFprop_1);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_1 | ap_2) -> GFap_0);lifted_data_pureLTL.jsonl;G((prop | prop) -> GFprop);G((prop | prop) -> GFprop);0
Either (prop_1) is false and (prop_2) is true, or make sure (prop_3) happens eventually .;( ( ! prop_1 & prop_2 ) | F prop_3 );(!prop_1 & prop_2) | Fprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(!ap_0 & ap_1) | Fap_2;lifted_data_pureLTL.jsonl;(!prop & prop) | Fprop;(!prop & prop) | Fprop;0
whenever ( prop_1 ) or forever ( prop_2 );F ( prop_1 | G prop_2 );F(prop_1 | Gprop_2);['prop_1', 'prop_2'];;;;F(ap_0 | Gap_1);lifted_data_pureLTL.jsonl;F(prop | Gprop);F(prop | Gprop);0
don't ( prop_1 ) or when possible ( prop_2 );! ( F prop_1 | F prop_2 );!(Fprop_1 | Fprop_2);['prop_1', 'prop_2'];;;;!(Fap_0 | Fap_1);lifted_data_pureLTL.jsonl;!(Fprop | Fprop);!(Fprop | Fprop);0
At every step, get_help equals the value of deliver the pizza to the shelf in the next step.;"G ( ""get_help"" <-> X deliver_pizza_shelf )";"G(get_help <-> X""deliver(pizza,shelf)"")";['get_help', 'deliver_pizza_shelf'];;;;G(ap_0 <-> Xap_1);VLTL-Bench_New;G(prop <-> Xprop);G(prop <-> Xprop);0
Ensure you continuously transport crate_8 from mall_5 to office_6;"G F ( ""mall_5"" & F ( ""p_crate_8"" & F ( ""office_6"" & ""pd"" ) ) )";GF(mall_5 & F(p_crate_8 & F(office_6 & pd)));['pd', 'mall_5', 'p_crate_8', 'office_6'];;;;GF(ap_1 & F(ap_2 & F(ap_3 & ap_0)));VLTL-Bench_Prev;GF(prop & F(prop & F(prop & prop)));GF(prop & F(prop & F(prop & prop)));0
Whenever get_help holds, eventually change light_north red will hold.;"G ( ""get_help"" -> F change_light_north_red )";"G(get_help -> F""change(light_north,red)"")";['get_help', 'change_light_north_red'];;;;G(ap_0 -> Fap_1);VLTL-Bench_New;G(prop -> Fprop);G(prop -> Fprop);0
Our agent must always maintain both search the bird and deliver the donut to the shelf.;G ( search_bird & deliver_donut_shelf );"G(""deliver(donut,shelf)"" & ""search(bird)"")";['search_bird', 'deliver_donut_shelf'];;;;G(ap_1 & ap_0);VLTL-Bench_New;G(prop & prop);G(prop & prop);0
in any case a manager collect claims or the escalator speeds up after the sensor captures data or the train has been launched;G(( sensor_captures_data | train_has_been_launched ) -> G( manager_collect_claims | escalator_speeds_up ));G((sensor_captures_data | train_has_been_launched) -> G(escalator_speeds_up | manager_collect_claims));['escalator_speeds_up', 'manager_collect_claims', 'sensor_captures_data', 'train_has_been_launched'];in any case a manager_collect_claims or the escalator_speeds_up after the sensor_captures_data or the train_has_been_launched;;{'escalator_speeds_up': 'ap_0', 'manager_collect_claims': 'ap_1', 'sensor_captures_data': 'ap_2', 'train_has_been_launched': 'ap_3'};G((ap_2 | ap_3) -> G(ap_0 | ap_1));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> G(prop | prop));G((prop | prop) -> G(prop | prop));0
If both (prop_3) and (prop_1) happen, then make sure (prop_2) happens for all future time steps .;( ( prop_3 & prop_1 ) -> G prop_2 );(prop_1 & prop_3) -> Gprop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 & ap_2) -> Gap_1;lifted_data_pureLTL.jsonl;(prop & prop) -> Gprop;(prop & prop) -> Gprop;0
At every step, search the book equals the value of idle in the next step.;"G ( search_book <-> X ""idle"" )";"G(""search(book)"" <-> Xidle)";['idle', 'search_book'];;;;G(ap_1 <-> Xap_0);VLTL-Bench_New;G(prop <-> Xprop);G(prop <-> Xprop);0
If (prop_3) finally happens, then make sure (prop_2) is equivalent to (prop_1) .;( F prop_3 -> ( prop_2 <-> prop_1 ) );Fprop_3 -> (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;Fap_2 -> (ap_0 <-> ap_1);lifted_data_pureLTL.jsonl;Fprop -> (prop <-> prop);Fprop -> (prop <-> prop);0
If record flood ever holds, communicate the safe_hostile must have held beforehand.;( F record_flood ) -> ( ! record_flood U ( communicate_safe_hostile & ! record_flood ) );"F""record(flood)"" -> (!""record(flood)"" U (""communicate(safe_hostile)"" & !""record(flood)""))";['communicate_safe_hostile', 'record_flood'];;;;Fap_1 -> (!ap_1 U (ap_0 & !ap_1));VLTL-Bench_New;Fprop -> (!prop U (prop & !prop));Fprop -> (!prop U (prop & !prop));0
If the scenario that ( prop_2 ) or the scenario that ( prop_3 ) is detected then in response ( prop_1 ) .;( ( prop_2 | prop_3 ) -> prop_1 );(prop_2 | prop_3) -> prop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 | ap_2) -> ap_0;lifted_data_pureLTL.jsonl;(prop | prop) -> prop;(prop | prop) -> prop;0
never ( prop_1 ) and when possible ( prop_2 );G ( ! prop_1 & F prop_2 );G(!prop_1 & Fprop_2);['prop_1', 'prop_2'];;;;G(!ap_0 & Fap_1);lifted_data_pureLTL.jsonl;G(!prop & Fprop);G(!prop & Fprop);0
It is required that at some point ( prop_2 ) and ( prop_3 ) are detected and this is equivalent to the scenario in which ( prop_4 ) is detected , and this will happen until ( prop_1 ) is detected .;( ( ( prop_2 & prop_3 ) <-> prop_4 ) U prop_1 );(prop_4 <-> (prop_2 & prop_3)) U prop_1;['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_3 <-> (ap_1 & ap_2)) U ap_0;lifted_data_pureLTL.jsonl;(prop <-> (prop & prop)) U prop;(prop <-> (prop & prop)) U prop;0
It is always the case that whenever the transition action that ( prop_3 ) happens , then the following condition holds : the scenario that ( prop_2 ) should be observed instantly , and instantly ( prop_1 ) .;G ( prop_3 -> ( prop_2 & prop_1 ) );G(prop_3 -> (prop_1 & prop_2));['prop_1', 'prop_2', 'prop_3'];;;;G(ap_2 -> (ap_0 & ap_1));lifted_data_pureLTL.jsonl;G(prop -> (prop & prop));G(prop -> (prop & prop));0
In case that the event that ( prop_3 ) happens and ( prop_2 ) , then the following condition holds : ( prop_1 ) .;G ( ( prop_3 & prop_2 ) -> F prop_1 );G((prop_2 & prop_3) -> Fprop_1);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_1 & ap_2) -> Fap_0);lifted_data_pureLTL.jsonl;G((prop & prop) -> Fprop);G((prop & prop) -> Fprop);0
at some point in time a car enters or the motorbike falls down and, it will happen that both a table is brown and the house is built afterwards;G(!( car_enters | motorbike_falls_down )) | F(( car_enters | motorbike_falls_down ) & F( table_is_brown & house_is_built ));G!(car_enters | motorbike_falls_down) | F((car_enters | motorbike_falls_down) & F(house_is_built & table_is_brown));['house_is_built', 'motorbike_falls_down', 'table_is_brown', 'car_enters'];at some point in time a car_enters or the motorbike_falls_down and, it will happen that both a table_is_brown and the house_is_built afterwards;;{'house_is_built': 'ap_0', 'motorbike_falls_down': 'ap_1', 'table_is_brown': 'ap_2', 'car_enters': 'ap_3'};G!(ap_3 | ap_1) | F((ap_3 | ap_1) & F(ap_0 & ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop & prop));G!(prop | prop) | F((prop | prop) & F(prop & prop));0
never ( prop_1 ) and when possible ( prop_2 );G ( ! prop_1 & F prop_2 );G(!prop_1 & Fprop_2);['prop_1', 'prop_2'];;;;G(!ap_0 & Fap_1);lifted_data_pureLTL.jsonl;G(!prop & Fprop);G(!prop & Fprop);0
( prop_1 ) or ( prop_4 ) should happen , and the above scenario is equivalent to ( prop_3 ) , and also ( prop_2 ) .;( ( ( prop_1 | prop_4 ) <-> prop_3 ) & prop_2 );prop_2 & (prop_3 <-> (prop_1 | prop_4));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_1 & (ap_2 <-> (ap_0 | ap_3));lifted_data_pureLTL.jsonl;prop & (prop <-> (prop | prop));prop & (prop <-> (prop | prop));0
It is equivalent to have (prop_4) until (prop_2) or to have (prop_3) and (prop_1) .;( ( prop_4 U prop_2 ) <-> ( prop_3 & prop_1 ) );(prop_1 & prop_3) <-> (prop_4 U prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_0 & ap_2) <-> (ap_3 U ap_1);lifted_data_pureLTL.jsonl;(prop & prop) <-> (prop U prop);(prop & prop) <-> (prop U prop);0
never drop orange or take apple;G ( ! ( drop_orange ) ) | take_apple;"""take(apple)"" | G!""drop(orange)""";['drop_orange', 'take_apple'];;;;ap_1 | G!ap_0;VLTL-Bench_Prev;prop | G!prop;prop | G!prop;0
Globally , in case that ( prop_1 ) and ( prop_3 ) , then in response for each time instant in the future till the end of the simulation , at sometime in the following 3 to 15 time units ultimately ( prop_2 ) .;G ( ( prop_1 & prop_3 ) -> G ( F prop_2 ) );G((prop_1 & prop_3) -> GFprop_2);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_0 & ap_2) -> GFap_1);lifted_data_pureLTL.jsonl;G((prop & prop) -> GFprop);G((prop & prop) -> GFprop);0
whenever ( prop_1 ) until at some time ( prop_2 );F ( prop_1 U F prop_2 );F(prop_1 U Fprop_2);['prop_1', 'prop_2'];;;;F(ap_0 U Fap_1);lifted_data_pureLTL.jsonl;F(prop U Fprop);F(prop U Fprop);0
after the engine stops or a train stops, eventually, the engine breaks and the semaphore is yellow;G(( engine_stops | train_stops ) -> F( engine_breaks & semaphore_is_yellow ));G((engine_stops | train_stops) -> F(engine_breaks & semaphore_is_yellow));['semaphore_is_yellow', 'engine_breaks', 'train_stops', 'engine_stops'];after the engine_stops or a train_stops, eventually, the engine_breaks and the semaphore_is_yellow;;{'semaphore_is_yellow': 'ap_0', 'engine_breaks': 'ap_1', 'train_stops': 'ap_2', 'engine_stops': 'ap_3'};G((ap_3 | ap_2) -> F(ap_1 & ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> F(prop & prop));G((prop | prop) -> F(prop & prop));0
forever moving until do not let_go orange;"G ( ""moving"" ) U ! ( let_go_orange )";"Gmoving U !""let_go(orange)""";['moving', 'let_go_orange'];;;;Gap_0 U !ap_1;VLTL-Bench_Prev;Gprop U !prop;Gprop U !prop;0
If (prop_3) is constantly true, then both (prop_1) and (prop_2) should happen.;( G prop_3 -> ( prop_1 & prop_2 ) );Gprop_3 -> (prop_1 & prop_2);['prop_1', 'prop_2', 'prop_3'];;;;Gap_2 -> (ap_0 & ap_1);lifted_data_pureLTL.jsonl;Gprop -> (prop & prop);Gprop -> (prop & prop);0
( prop_2 ) should not happen if ( prop_1 ) does happen , and ( prop_3 ) should also be true all the time . ;( ( prop_2 -> ! prop_1 ) & G prop_3 );(prop_2 -> !prop_1) & Gprop_3;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 -> !ap_0) & Gap_2;lifted_data_pureLTL.jsonl;(prop -> !prop) & Gprop;(prop -> !prop) & Gprop;0
If (prop_1) is always true, then (prop_2) and (prop_3) have to be true .;( G prop_1 -> ( prop_2 & prop_3 ) );Gprop_1 -> (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];;;;Gap_0 -> (ap_1 & ap_2);lifted_data_pureLTL.jsonl;Gprop -> (prop & prop);Gprop -> (prop & prop);0
Stay in locality_9;"G ""locality_9""";Glocality_9;['locality_9'];;;;Gap_0;VLTL-Bench_Prev;Gprop;Gprop;0
every time an elevator falls and the bar is up then under no circumstances both a train is crossing and the manager collect claims;G(( elevator_falls & bar_is_up ) -> G(!( train_is_crossing & manager_collect_claims )));G((bar_is_up & elevator_falls) -> G!(manager_collect_claims & train_is_crossing));['train_is_crossing', 'bar_is_up', 'manager_collect_claims', 'elevator_falls'];every time an elevator_falls and the bar_is_up then under no circumstances both a train_is_crossing and the manager_collect_claims;;{'train_is_crossing': 'ap_0', 'bar_is_up': 'ap_1', 'manager_collect_claims': 'ap_2', 'elevator_falls': 'ap_3'};G((ap_1 & ap_3) -> G!(ap_2 & ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G!(prop & prop));G((prop & prop) -> G!(prop & prop));0
The scenario that ( prop_3 ) , and the scenario that ( prop_2 ) , and the scenario that ( prop_1 ) , and the scenario that ( prop_4 ) .;( ( ( prop_3 & prop_2 ) & prop_1 ) & prop_4 );prop_1 & prop_2 & prop_3 & prop_4;['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_0 & ap_1 & ap_2 & ap_3;lifted_data_pureLTL.jsonl;prop & prop & prop & prop;prop & prop & prop & prop;0
On the way to achieve (prop_4), if (prop_2) occurs, then do (prop_3), but don't (prop_1) no matter what happens.;( prop_4 & ( prop_2 -> prop_3 ) & ! prop_1 );!prop_1 & prop_4 & (prop_2 -> prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;!ap_0 & ap_3 & (ap_1 -> ap_2);lifted_data_pureLTL.jsonl;!prop & prop & (prop -> prop);!prop & prop & (prop -> prop);0
When go_home happens, communicate the injured_rescuer must hold now or in the next step.;"G ( ""go_home"" -> ( communicate_injured_rescuer | X communicate_injured_rescuer ) )";"G(go_home -> (""communicate(injured_rescuer)"" | X""communicate(injured_rescuer)""))";['communicate_injured_rescuer', 'go_home'];;;;G(ap_1 -> (ap_0 | Xap_0));VLTL-Bench_New;G(prop -> (prop | Xprop));G(prop -> (prop | Xprop));0
take_to trash can and take apple;take_to_trash_can & take_apple;"""take(apple)"" & ""take_to(trash_can)""";['take_apple', 'take_to_trash_can'];;;;ap_0 & ap_1;VLTL-Bench_Prev;prop & prop;prop & prop;0
Our agent must eventually get_help or deliver the umbrella to the shelf.;"F ( ""get_help"" | deliver_umbrella_shelf )";"F(""deliver(umbrella,shelf)"" | get_help)";['get_help', 'deliver_umbrella_shelf'];;;;F(ap_1 | ap_0);VLTL-Bench_New;F(prop | prop);F(prop | prop);0
( prop_1 ) keeps happening until the scenario that ( prop_3 ) happens at some point in the future , then ( prop_2 ) should be observed , or else ( prop_4 ) .;( ( ( prop_1 U prop_3 ) -> prop_2 ) | prop_4 );prop_4 | ((prop_1 U prop_3) -> prop_2);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_3 | ((ap_0 U ap_2) -> ap_1);lifted_data_pureLTL.jsonl;prop | ((prop U prop) -> prop);prop | ((prop U prop) -> prop);0
If you do not do (prop_3), then (prop_2) should be equivalent to (prop_1) .;( ! prop_3 -> ( prop_2 <-> prop_1 ) );!prop_3 -> (prop_1 <-> prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 -> (ap_0 <-> ap_1);lifted_data_pureLTL.jsonl;!prop -> (prop <-> prop);!prop -> (prop <-> prop);0
